41979,76003,0047900041,"APR 27, 1980",LAL @ SEA,W,0,11,,,0,,,3,3,1.0,,,,,,,,,25,,0
41979,76003,0047900039,"APR 25, 1980",LAL @ SEA,W,0,15,,,0,,,3,6,0.5,,,,,,,,,33,,0
41979,76003,0047900036,"APR 23, 1980",LAL vs. SEA,W,0,14,,,0,,,3,5,0.6,,,,,,,,,31,,0
41979,76003,0047900035,"APR 22, 1980",LAL vs. SEA,L,0,12,,,0,,,2,4,0.5,,,,,,,,,26,,0
41979,76003,0047900029,"APR 15, 1980",LAL vs. PHX,W,0,12,,,0,,,11,12,0.917,,,,,,,,,35,,0
41979,76003,0047900026,"APR 13, 1980",LAL @ PHX,L,0,11,,,0,,,3,3,1.0,,,,,,,,,25,,0
41979,76003,0047900020,"APR 11, 1980",LAL @ PHX,W,0,13,,,0,,,11,12,0.917,,,,,,,,,37,,0
41979,76003,0047900017,"APR 09, 1980",LAL vs. PHX,W,0,12,,,0,,,8,12,0.667,,,,,,,,,32,,0
41979,76003,0047900014,"APR 08, 1980",LAL vs. PHX,W,0,10,,,0,,,10,11,0.909,,,,,,,,,30,,0
41980,76003,0048000010,"APR 05, 1981",LAL vs. HOU,L,0,11,,,0,,,10,12,0.833,,,,,,,,,32,,0
41980,76003,0048000006,"APR 03, 1981",LAL @ HOU,W,0,10,,,0,,,7,10,0.7,,,,,,,,,27,,0
41980,76003,0048000003,"APR 01, 1981",LAL vs. HOU,L,0,9,,,0,,,3,6,0.5,,,,,,,,,21,,0
41981,76003,0048100045,"JUN 08, 1982",LAL vs. PHL,W,39,6,13,0.462,0,0,,6,9,0.667,3,8,11,4,1,5,5,4,18,,0
41981,76003,0048100044,"JUN 06, 1982",LAL @ PHL,L,28,3,6,0.5,0,0,,0,2,0.0,1,3,4,4,0,1,2,5,6,,0
41981,76003,0048100043,"JUN 03, 1982",LAL vs. PHL,W,38,10,17,0.588,0,0,,2,6,0.333,3,8,11,6,3,3,5,2,22,,0
41981,76003,0048100042,"JUN 01, 1982",LAL vs. PHL,W,28,7,12,0.583,0,0,,2,6,0.333,0,6,6,2,1,2,3,3,16,,0
41981,76003,0048100041,"MAY 30, 1982",LAL @ PHL,L,41,7,14,0.5,0,0,,9,13,0.692,3,4,7,2,2,4,1,3,23,,0
41981,76003,0048100040,"MAY 27, 1982",LAL @ PHL,W,38,10,19,0.526,0,0,,3,5,0.6,3,4,7,5,1,4,0,4,23,,0
41981,76003,0048100034,"MAY 15, 1982",LAL @ SAN,W,0,8,,,0,,,6,10,0.6,,,,,,,,,22,,0
41981,76003,0048100033,"MAY 14, 1982",LAL @ SAN,W,0,9,,,0,,,8,10,0.8,,,,,,,,,26,,0
41981,76003,0048100031,"MAY 11, 1982",LAL vs. SAN,W,0,7,,,0,,,2,2,1.0,,,,,,,,,16,,0
41981,76003,0048100030,"MAY 09, 1982",LAL vs. SAN,W,0,13,,,0,,,6,7,0.857,,,,,,,,,32,,0
41981,76003,0048100024,"MAY 02, 1982",LAL @ PHX,W,0,10,,,0,,,4,4,1.0,,,,,,,,,24,,0
41981,76003,0048100017,"APR 30, 1982",LAL @ PHX,W,0,10,,,0,,,2,5,0.4,,,,,,,,,22,,0
41981,76003,0048100016,"APR 28, 1982",LAL vs. PHX,W,0,11,,,0,,,2,2,1.0,,,,,,,,,24,,0
41981,76003,0048100012,"APR 27, 1982",LAL vs. PHX,W,0,4,,,0,,,3,6,0.75,,,,,,,,,11,,0
41982,76003,0048200043,"MAY 31, 1983",LAL vs. PHL,L,40,10,15,0.667,0,0,,8,10,0.8,0,7,7,3,1,1,6,5,28,,0
41982,76003,0048200042,"MAY 29, 1983",LAL vs. PHL,L,42,8,20,0.4,0,0,,7,8,0.875,4,11,15,3,1,2,4,4,23,,0
41982,76003,0048200041,"MAY 26, 1983",LAL @ PHL,L,34,11,17,0.647,0,0,,1,2,0.5,0,4,4,3,1,3,3,5,23,,0
41982,76003,0048200040,"MAY 22, 1983",LAL @ PHL,L,39,8,15,0.533,0,0,,4,6,0.667,1,3,4,3,0,3,1,4,20,,0
41982,76003,0048200039,"MAY 20, 1983",LAL @ SAN,W,0,12,26,0.462,0,,,4,5,0.8,,,,,,,,,28,,0
41982,76003,0048200037,"MAY 18, 1983",LAL vs. SAN,L,37,12,19,0.632,0,0,,6,9,0.667,,,7,1,,5,,5,30,,0
41982,76003,0048200035,"MAY 15, 1983",LAL @ SAN,W,35,10,19,,0,0,,6,6,0.6,3,3,6,1,1,2,1,5,26,,0
41982,76003,0048200033,"MAY 13, 1983",LAL @ SAN,W,0,11,20,0.55,0,,,3,4,0.75,,,,,,,,,25,,0
41982,76003,0048200031,"MAY 10, 1983",LAL vs. SAN,L,42,9,16,0.563,0,0,0.0,1,2,0.5,1,3,4,2,3,4,2,6,19,,0
41982,76003,0048200030,"MAY 08, 1983",LAL vs. SAN,W,44,13,25,0.52,0,0,0.0,4,7,0.571,1,7,8,2,2,3,3,3,30,,0
41982,76003,0048200027,"MAY 03, 1983",LAL vs. POR,W,32,9,17,0.529,0,0,0.0,3,4,0.75,0,11,11,4,1,4,1,3,21,,0
41982,76003,0048200022,"MAY 01, 1983",LAL @ POR,L,39,13,19,0.684,0,0,0.0,8,11,0.727,3,6,9,3,2,8,1,2,34,,0
41982,76003,0048200018,"APR 29, 1983",LAL @ POR,W,0,11,24,0.458,0,,,8,13,0.615,,,,,,,,,30,,0
41982,76003,0048200014,"APR 26, 1983",LAL vs. POR,W,0,15,20,0.75,0,,,7,8,0.875,,,,7,,,,,37,,0
41982,76003,0048200009,"APR 24, 1983",LAL vs. POR,W,0,11,15,0.733,0,,,10,11,0.909,,,,,,,,,32,,0
41983,76003,0048300079,"JUN 12, 1984",LAL @ BOS,L,43,12,22,0.545,0,0,,5,8,0.625,2,4,6,4,0,2,2,3,29,,0
41983,76003,0048300078,"JUN 10, 1984",LAL vs. BOS,W,42,14,26,0.538,0,0,,2,6,0.333,5,5,10,5,0,1,2,5,30,,0
41983,76003,0048300077,"JUN 08, 1984",LAL @ BOS,L,35,7,25,0.28,0,0,,5,6,0.833,3,4,7,1,1,1,2,2,19,,0
41983,76003,0048300076,"JUN 06, 1984",LAL vs. BOS,L,37,12,25,0.48,0,0,,8,11,0.727,2,6,8,6,4,2,3,6,32,,0
41983,76003,0048300075,"JUN 03, 1984",LAL vs. BOS,W,35,9,19,0.474,0,0,,6,9,0.667,4,5,9,3,3,4,4,3,24,,0
41983,76003,0048300074,"MAY 31, 1984",LAL @ BOS,L,45,9,22,0.409,0,0,,2,4,0.5,5,4,9,7,2,3,3,4,20,,0
41983,76003,0048300073,"MAY 27, 1984",LAL @ BOS,W,35,12,17,0.706,0,0,,8,9,0.889,2,6,8,5,2,2,5,4,32,,0
41983,76003,0048300072,"MAY 25, 1984",LAL @ PHX,W,0,6,14,0.429,0,,,1,1,1.0,,,,,,,,,13,,0
41983,76003,0048300070,"MAY 23, 1984",LAL vs. PHX,L,39,11,19,0.579,0,0,0.0,6,9,0.667,3,4,7,6,0,0,2,3,28,,0
41983,76003,0048300068,"MAY 20, 1984",LAL @ PHX,W,0,13,17,0.765,0,,,5,5,1.0,,,7,,,,,6,31,,0
41983,76003,0048300066,"MAY 18, 1984",LAL @ PHX,L,0,11,16,0.688,0,,,9,10,0.9,,,8,,,,,,31,,0
41983,76003,0048300064,"MAY 15, 1984",LAL vs. PHX,W,0,8,12,0.667,0,,,5,5,1.0,,,10,,,,,,21,,0
41983,76003,0048300061,"MAY 12, 1984",LAL vs. PHX,W,0,7,10,0.7,0,,,5,5,1.0,,,10,,,,,,19,,0
41983,76003,0048300055,"MAY 08, 1984",LAL vs. DAL,W,0,4,8,0.5,0,,,2,3,0.667,,,6,,,,,,10,,0
41983,76003,0048300053,"MAY 06, 1984",LAL @ DAL,W,0,14,19,0.529,0,,,5,6,0.667,,,11,,,,,,33,,0
41983,76003,0048300048,"MAY 04, 1984",LAL @ DAL,L,0,9,17,0.737,0,,,4,6,0.833,,,7,,,,,,22,,0
41983,76003,0048300043,"MAY 01, 1984",LAL vs. DAL,W,0,11,15,0.733,0,,,0,0,0.0,,,10,,,,,,22,,0
41983,76003,0048300038,"APR 28, 1984",LAL vs. DAL,W,0,8,15,0.533,0,,,2,3,0.667,,,,,,,,,18,,0
